Context,Actual,Response
"[SOC][User]How much is entrance fee and may i also get a number for them?[dialog_acts]Attraction-Request[Bot]I do not have an entrance fee but if you are wanting to know the price range, Little Seoul is a more expensive restaurant. Their phone number is 01223308681. [dialog_acts]Restaurant-Inform[User]Is there an entrance fee for Downing College?[dialog_acts]Attraction-Request Attraction-Inform[EOC]",[Bot]It is free to enter.,"[SOR][Bot]The galleria is located at Saint Andrew's Street, and their phone number is 01223334860. Is there anything else I can help you with today?"
"[SOC][User]Is there an entrance fee for Downing College?[dialog_acts]Attraction-Request Attraction-Inform[Bot]It is free to enter.[dialog_acts]Attraction-Inform[User]Ok, thank you! Goodbye[dialog_acts]general-thank[EOC]",[Bot]You're welcome. Goodbye!,[SOR][Bot]You're welcome. Thank you for using our system today.
[SOC][User]I am looking for a restaurant called golden wok.[dialog_acts]Restaurant-Inform[Bot]The Golden Wok is a moderately priced Chinese restaurant in the north.  Would you like the address or phone number?[dialog_acts]general-reqmore Restaurant-Inform[User]Actually I know exactly where it is and would appreciate you booking a table for 2 at 18:15 on Monday. [dialog_acts]Restaurant-Inform[EOC],"[Bot]Alright, I have booked your table on Monday for 2 at 18:15. Is there anything else I can help you with?",[SOR][Bot]I was able to book your table the reference number is JWZWDRPA. Anything else you need? 
"[SOC][User]Actually I know exactly where it is and would appreciate you booking a table for 2 at 18:15 on Monday. [dialog_acts]Restaurant-Inform[Bot]Alright, I have booked your table on Monday for 2 at 18:15. Is there anything else I can help you with?[dialog_acts]general-reqmore Booking-Book[User]I will need the reference number please. [dialog_acts]Restaurant-Request[EOC]",[Bot]The reference number is: J97BBMWN.,"[SOR][Bot]Alright, your reference number is V1BGIS0F.  Is there anything else I can do for you?"
[SOC][User]I will need the reference number please. [dialog_acts]Restaurant-Request[Bot]The reference number is: J97BBMWN.[dialog_acts]Booking-Book[User]I would also like a train leaving from Cambridge.[dialog_acts]Train-Inform[EOC],[Bot]What is your destination?,[SOR][Bot]Where will you been traveling to and from?
[SOC][User]I would also like a train leaving from Cambridge.[dialog_acts]Train-Inform[Bot]What is your destination?[dialog_acts]Train-Request[User]I will be going to Ely.[dialog_acts][EOC],"[Bot]
Can you book it for me and get a reference number ?",[SOR][Bot]The earliest trains leave at 05:50 and arrive at 06:07.
"[SOC][User]Hello, I'm looking for a place to stay. I'd like it to be in the north and have zero stars.[dialog_acts]Hotel-Inform[Bot]The city centre north b and b matches your request. Would you like to book it?[dialog_acts]Booking-Inform Hotel-Inform[User]Do they offer free parking? [dialog_acts]Hotel-Inform[EOC]","[Bot]Yes, they offer both free parking and free internet. Can I make a reservation for you? ","[SOR][Bot]Yes, they offer it!  Do you want to purchase a place?"
"[SOC][User]Do they offer free parking? [dialog_acts]Hotel-Inform[Bot]Yes, they offer both free parking and free internet. Can I make a reservation for you? [dialog_acts]Booking-Inform Hotel-Inform[User]I would like you to pick one, and tell em the adress and what type of room it is please. [dialog_acts]Hotel-Request[EOC]",[Bot]There are at 328a Histon Road and it is a guesthouse. I will need the dates you want to stay in order to book it please.,"[SOR][Bot]Sure thing,  the  cambridge belfry charges 2 pounds and they are located in the east, though.  What else can I help you with? "
"[SOC][User]I would like you to pick one, and tell em the adress and what type of room it is please. [dialog_acts]Hotel-Request[Bot]There are at 328a Histon Road and it is a guesthouse. I will need the dates you want to stay in order to book it please.[dialog_acts]Hotel-Inform Booking-Request[User]I don't think I'll make that reservation just yet, but can you help me find an expensive restaurant in the same areas as the hotel?[dialog_acts]Restaurant-Inform[EOC]",[Bot]Sure. do you have any kind of food preference?,"[SOR][Bot]Of course I would like to suggest an italian restaurant, would you like me to make a reservation?"
"[SOC][User]I don't think I'll make that reservation just yet, but can you help me find an expensive restaurant in the same areas as the hotel?[dialog_acts]Restaurant-Inform[Bot]Sure. do you have any kind of food preference?[dialog_acts]Restaurant-Request[User]Yes please make sure it is chinese and expensive price range. [dialog_acts]Restaurant-Inform[EOC]","[Bot]I have two choices for you then, Hakka or The Hotpot. Do either of those sound good? I would be happy to book a reservation for you.","[SOR][Bot]You have about seven different choices, how about zizzi cambridge?"
"[SOC][User]Yes please make sure it is chinese and expensive price range. [dialog_acts]Restaurant-Inform[Bot]I have two choices for you then, Hakka or The Hotpot. Do either of those sound good? I would be happy to book a reservation for you.[dialog_acts]Restaurant-Select Booking-Inform Restaurant-Inform[User]Let's try Hakka and can I get the reference number please.  [dialog_acts]Restaurant-Request Restaurant-Inform[EOC]","[Bot]I'll need some more information to make the reservation first. What day and time, and for how many people?",[SOR][Bot]Excellent. I'm so sorry this happened to you. Please check again or contact the restaurant at 01480446000. Can I be of further help to you?
"[SOC][User]Let's try Hakka and can I get the reference number please.  [dialog_acts]Restaurant-Request Restaurant-Inform[Bot]I'll need some more information to make the reservation first. What day and time, and for how many people?[dialog_acts]Booking-Request[User]It'll be 1 people at 13:30 on thursday.[dialog_acts]Restaurant-Inform[EOC]",[Bot]The booking was successful. Your reference number is DD0ZYDBS. Can I help you with anything else?,[SOR][Bot]Your booking at Hakka for Thursday was successful and your reference number is 37ORCHFE.
"[SOC][User]It'll be 1 people at 13:30 on thursday.[dialog_acts]Restaurant-Inform[Bot]The booking was successful. Your reference number is DD0ZYDBS. Can I help you with anything else?[dialog_acts]general-reqmore Booking-Book[User]No, you have answered all my questions. Thank you very much. Good bye.[dialog_acts]general-bye[EOC]","[Bot]Thank you for using Cambridge TownInfo centre.  Please remember us for all of your future travel needs.
","[SOR][Bot]You're very welcome. Happy to be of service to you. Thank you for contacting us, and have a nice day!"
[SOC][User]I'd like to find a train from cambridge that leaves thursday.[dialog_acts]Train-Inform[Bot]What is your destination?[dialog_acts]Train-Request[User]I would like to travel to Cambridge. [dialog_acts]Train-Inform[EOC],"[Bot]Okay.  Where are you departing from?  And, do you have any particular time frame in mind?",[SOR][Bot]TR7279 leaves Stevenage at 18:54 and arrives in Cambridge by 19:43. 
"[SOC][User]I would like to travel to Cambridge. [dialog_acts]Train-Inform[Bot]Okay.  Where are you departing from?  And, do you have any particular time frame in mind?[dialog_acts]Train-Request[User]Yes. The departure should be from stansted airport and arrive in cambridge no later than 20:30 please.[dialog_acts]Train-Inform[EOC]",[Bot]I have 15 trains that arrive in Cambridge from Stansted Airport before 20:30. The TR2286 leaves at 19:24 and arrives at 19:52. Would you like to book it?,[SOR][Bot]Are you in a hurry?
"[SOC][User]Yes. The departure should be from stansted airport and arrive in cambridge no later than 20:30 please.[dialog_acts]Train-Inform[Bot]I have 15 trains that arrive in Cambridge from Stansted Airport before 20:30. The TR2286 leaves at 19:24 and arrives at 19:52. Would you like to book it?[dialog_acts]Train-Inform Train-OfferBook[User]Yes, that would be great. Please make a booking for 4 people and send me a copy of the reference number. [dialog_acts]Train-Inform Train-Request[EOC]","[Bot]Booking was successful, the total fee is 40.4 GBP payable at the station. Your reference number is H3F9SEZN. Do you need anything else today?",[SOR][Bot]I've made a booking for 4 for 8 people and can I confirm this train is departing Cambridge? 
"[SOC][User]Yes, that would be great. Please make a booking for 4 people and send me a copy of the reference number. [dialog_acts]Train-Inform Train-Request[Bot]Booking was successful, the total fee is 40.4 GBP payable at the station. Your reference number is H3F9SEZN. Do you need anything else today?[dialog_acts]general-reqmore Train-OfferBooked[User]Thank you, I am also looking for some places to go while I am there. I'd like to check out some colleges in the west part of town.[dialog_acts]Attraction-Inform[EOC]",[Bot]There are 5 colleges in that part of town. 3 are free. Would you like to hear them?,"[SOR][Bot]I have 7 different colleges in the west part of town. Do you have a specific area in mind, like area?"
"[SOC][User]Thank you, I am also looking for some places to go while I am there. I'd like to check out some colleges in the west part of town.[dialog_acts]Attraction-Inform[Bot]There are 5 colleges in that part of town. 3 are free. Would you like to hear them?[dialog_acts]Attraction-Select Attraction-Inform[User]What is the phone number, and address for a free college that you recommend?[dialog_acts]Attraction-Request[EOC]",[Bot]Magdalene college is located on magdalene street. The phone number is 01223332138. Do you need anything else?,[SOR][Bot]Well most of them both offer free entry.  Most are located in the west do you have a preferred area or type of college?
"[SOC][User]What is the phone number, and address for a free college that you recommend?[dialog_acts]Attraction-Request[Bot]Magdalene college is located on magdalene street. The phone number is 01223332138. Do you need anything else?[dialog_acts]Attraction-Recommend general-reqmore[User]No, that covers everything I needed today!  Thanks again![dialog_acts]general-thank[EOC]",[Bot]Great. Thank you and have a great day. Goodbye.,[SOR][Bot]Thank you for using our services.
"[SOC][User]I am looking for something to do, preferably on the west side of cambridge; perhaps a museum of sorts.[dialog_acts]Attraction-Inform[Bot]There are 7 museums, I'd recommend cambridge book and print gallery.[dialog_acts]Attraction-Recommend Attraction-Inform[User]Thank you, either one will be perfect. Can you choose one and get me the phone number, please? Oh! And the entrance fee, too.[dialog_acts]Attraction-Request[EOC]","[Bot]Cambridge Book and Print Gallery is free to enter, and their number is 01223694264. Can I help you with anything else today?","[SOR][Bot]Yes, There is no entrance fee for the cambridge book and print gallery. Their phone number is 01223357708. Can I help you with anything else today?"
"[SOC][User]Thank you, either one will be perfect. Can you choose one and get me the phone number, please? Oh! And the entrance fee, too.[dialog_acts]Attraction-Request[Bot]Cambridge Book and Print Gallery is free to enter, and their number is 01223694264. Can I help you with anything else today?[dialog_acts]general-reqmore Attraction-Inform[User]Yes, have you heard of the Hobsons House Hotel?[dialog_acts]Hotel-Inform[EOC]",[Bot]The Hobsons House hotel is located in the west at 96 barton road postcode cb39lh. The phone number is 01223304906. Would you like me to book a room?,"[SOR][Bot]Hobsons house is a cheap buisness guesthouse in the centre of town, with 4 stars and free internet and parking."
"[SOC][User]Yes, have you heard of the Hobsons House Hotel?[dialog_acts]Hotel-Inform[Bot]The Hobsons House hotel is located in the west at 96 barton road postcode cb39lh. The phone number is 01223304906. Would you like me to book a room?[dialog_acts]Booking-Inform Hotel-Inform[User]Yes. Please book me a room for 4 nights starting Monday. We have 5 total guests. I also need a reference number please.[dialog_acts]Hotel-Inform Hotel-Request[EOC]",[Bot]Your reservation was successful. Your reference number is O88L1FJB.  Can I help you with anything else today?,[SOR][Bot]I booked that hotel for you. It is a guesthouse with a 4 star rating. Your reference number is 4MAEY4NO.
